CENTRE_CODE;CENTRE_NAME;SHORT_DESCRIPTION;DESCRIPTION;OWNERSHIP;OWNER;COMPLETE_ADDRESS;CP_DIRECTION;MUNICIPALITY_CODE;MUNICIPALITY_NAME;DISTRICT_CODE;DISTRICT_NAME;TELEPHONE_CONTACT;WEB_CONTACT;EMAIL_CONTACT;LATITUD;LONGITUD
28060661;SIETE ESTRELLAS;EEI-CN;ESCUELA  INFANTIL-CASA DE NIÑOS;PÚBLICO;AYUNTAMIENTO;CALLE MAYOR, 29, 28596;28596;25;Brea de Tajo;NaN;NaN;673657564;http://www.educa.madrid.org/cn.numerouno.breadetajo;cn.numerouno.breadetajo@educa.madrid.org;40,22850032;-3,11166683
28060671;EL PRINCIPITO;EEI-CN;ESCUELA  INFANTIL-CASA DE NIÑOS;PÚBLICO;AYUNTAMIENTO;AVDA JOSÉ FERNÁNDEZ SEGOVIA, 1, 28990;28990;150;Torrejón de Velasco;NaN;NaN;663802339;http://www.educa.madrid.org/eei.elprincipito.torrejondevelasco;eei.elprincipito.torrejondevelasco@educa.madrid.org;40,18352576;-3,77630781
28060750;CRIOS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;JOSE ANTONIO ARROYO BENITO Y ROCIO PATIÑO PRIETO;CALLE COMUNIDAD DE VALENCIA, 7, 28231;28231;127;Rozas de Madrid, Las;NaN;NaN;916393383;http://www.escuelacrios.es;info@escuelacrios.es;40,48745348;-3,88123715
28060786;ESCUELA EUROPEA AYUDANTES DE DIRECCION;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO CONCERTADO;SAINT CHARLES COLLEGE, S.L.;CALLE DE JUAN BRAVO, 69, 28006;28006;79;Madrid;4;Salamanca;914115320;http://www.stcc.es;cc.eeayudantesdireccion.madrid@educa.madrid.org;40,43252572;-3,67365797
28060798;SUR-11, GETAFE;ZNAS.CN.;ZONA CASAS DE NIÑOS;PÚBLICO;COMUNIDAD DE MADRID;AVDA DE ESPAÑA, 66, 28903;28903;65;Getafe;NaN;NaN;916825253;http://www.educa.madrid.org/zcn.getafe;zcn.getafe@educa.madrid.org;40,3162425;-3,71753087
28060804;SUR-12, ALCORCON;ZNAS.CN.;ZONA CASAS DE NIÑOS;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE LA OLÍMPICA CONCHITA PUIG, 2, 28923;28923;7;Alcorcón;NaN;NaN;699505630;http://www.educa.madrid.org/zcn.alcorcon;zcn.alcorcon@educa.madrid.org;40,34447488;-3,81957198
28060816;PADRE ANTONIO SOLER;CIMELPR PRSEC;CENTRO INTEGRADO DE ENSEÑANZAS ARTÍSTICAS ELEMENTALES Y PROFESIONALES DE MÚSICA, EDUCACIÓN PRIMARIA Y SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE FLORIDABLANCA, 3, 28200;28200;131;San Lorenzo de El Escorial;NaN;NaN;918903611;http://www.educa.madrid.org/cim.sanlorenzo;cim.sanlorenzo@educa.madrid.org;40,59066595;-4,147109
28060828;TANUCA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;JOSEFA PILAR RUIZ LIFANTE;CALLE DE LONGARES, 36, 28022;28022;79;Madrid;20;San Blas-Canillejas;722509730;NaN;tanucaescuelainfantil@gmail.com;40,42836907;-3,60934281
28060841;COSQUILLAS II;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ESCUELA INFANTIL COSQUILLAS, S.L.;CALLE DEL TENIENTE CORONEL NOREÑA, 26, 28045;28045;79;Madrid;2;Arganzuela;915272673;http://www.escuelainfantilcosquillas.es;eicosquillas@gmail.com;40,38826512;-3,69331685
28060853;LAGARTIJAS II;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;LIS CAROLINA ARZA GONZALEZ;CALLE TARRAGONA, 8, 28701;28701;134;San Sebastián de los Reyes;NaN;NaN;644396445;www.escuelainfantillagartijas.es;lagartijasescuelainfantil@hotmail.es;40,55316412;-3,63880696
28060865;JARQUE;CPR INF;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;PRIVADO;SARA TESTILLANO BESNARD;AVDA BELÉN, 38, 28350;28350;40;Ciempozuelos;NaN;NaN;918934901;NaN;escuelajarque@jahoo.es;40,15552875;-3,63025139
28060877;MONKEY BANANA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;BANANA Y MELÓN, S.L.;CALLE DEL SULFATO, 9, 28021;28021;79;Madrid;17;Villaverde;695427416;NaN;bananaymelon.sl@gmail.com;40,34708271;-3,71432514
28060890;NANOS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ADELA LEON COELLO;CALLE DE LA BAÑEZA, 43, 28029;28029;79;Madrid;8;Fuencarral-El Pardo;913861519;http://www.escuelainfantilnanos.es;adelaleon@escuelainfantilnanos.es;40,47496079;-3,71809701
28060919;LA CASITA VERDE;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;GUARDERIA LA CASITA VERDE, S.L.;CALLE DEL PUENTE DEL GRAJAL, 1, 28770;28770;45;Colmenar Viejo;NaN;NaN;633235349;http://www.lacasitaverde.net;lacasitaverde@gmail.com;40,67350154;-3,77983266
28060968;SAN SEBASTIAN DE LOS REYES;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;AVDA DE BAUNATAL (EDIFICIO PABLO IGLESIAS), 18, 28701;28701;134;San Sebastián de los Reyes;NaN;NaN;916588990;http://www.educa.madrid.org/cepa.sansebastian;cepa.sansebastian@educa.madrid.org;40,55423414;-3,63262814
28060971;SIERRA DE GUADARRAMA;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE LA DEHESA, s/n, 28459;28459;46;Collado Mediano;NaN;NaN;918542076;http://www.educa.madrid.org/cepa.sierradeguadarrama.colladomediano;cepa.sierradeguadarrama.colladomediano@educa.madrid.org;40,69025618;-4,04152073
28060981;TIC-TAC;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;OLAYA MATEOS JAVALOYES;CALLE REAL, 48, 28860;28860;104;Paracuellos de Jarama;NaN;NaN;654666749;http://www.tictac.com;centroinfantiltictac@gmail.com;40,50482479;-3,52963616
28061021;HEIDI GARABATOS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;HEIDI GARABATOS, S.A.;CALLE FÉNIX, s/n, 28905;28905;65;Getafe;NaN;NaN;NaN;NaN;NaN;40,28832818;-3,74800002
28061043;CASA DEL NIÑO;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ASOC. NUESTRA SEÑORA SALUS INFIRMORUM, DIOCESIS DE MADRID;CALLE DE MATEO INURRIA, 20, 28036;28036;79;Madrid;5;Chamartín;913591786;www.saluscasadelnino.es;casadelnino@salusinfirmorum.es;40,46707906;-3,68374639
28061055;CASCABEL;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;CHIQUI SANSE, S.L.;AVDA DE CASTILLA Y LEÓN, 06-ago, 28702;28702;134;San Sebastián de los Reyes;NaN;NaN;916528107;http://www.escuelainfantilcascabel.es/;sarajimenez22@yahoo.es;40,56135679;-3,62994292
28061067;LA JIRAFA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;LA JIRAFA, S.L.;CALLE DE LAS SICELIDAS, 6, 28043;28043;79;Madrid;16;Hortaleza;913003491;NaN;NUEVOSPROYECTOSEI@HOTMAIL.COM;40,463607;-3,63707312
28061079;ESCUELA DE CIENCIAS SOCIALES Y DE LA SALUD;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;FUNDACION IBEROAMERICANA DE CIENCIAS SOCIALES Y DE LA SALUD;CALLE DE LA FUENTE DEL REY, 2, 28023;28023;79;Madrid;9;Moncloa-Aravaca;913345500;www.escuelacss.com;info@escuelacss.com;40,45559543;-3,76794337
28061092;ESCUELA POPULAR DE PROSPERIDAD;CPRIEPA;CENTRO PRIVADO DE EDUCACIÓN DE PERSONAS ADULTAS;PRIVADO;ASOCIACION CULTURAL ESCUELA POPULAR DE PROSPERIDAD;CALLE DE LUIS CABRERA, 19, 28002;28002;79;Madrid;5;Chamartín;915627019;NaN;NaN;40,44207994;-3,67594654
28061110;CUATRO PECAS EL CARMEN;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ANTONIA MORENO MARTINEZ;CALLE DEL CAPITÁN SALAZAR MARTÍNEZ, 9, 28005;28005;79;Madrid;1;Centro;913657910;NaN;cuatropecas@gmail.com;40,4075769;-3,71025019
28061134;CANGURITO;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;GHOSTLAND EDUCACION, S.L.;CALLE DEL GENERAL ARANAZ, 65, 28027;28027;79;Madrid;15;Ciudad Lineal;917422469;http://www.cangurito.com;cangurito@cangurito.com;40,44503477;-3,6411782
28061158;EL BOSQUE DE PULGARCITO;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;SILVIA HERNÁNDEZ MARTÍNEZ;CALLE DE LOS BERROCALES, 22, 28430;28430;10;Alpedrete;NaN;NaN;918571314;NaN;ei.pulgarcito@yahoo.es;40,65761598;-4,02770516
28061183;EDUCANDO PITUFOS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;EDUCANDO JUNTOS, S.L.;CALLE DE LOS REYES MAGOS, 6, 28009;28009;79;Madrid;3;Retiro;910869437;NaN;direccion@escuelaeducando.com;40,4116818;-3,67468761
28061195;LA GRAN FAMILIA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;OSCAR DIEZ RODRIGALVAREZ;CALLE DÁMASO ALONSO, 7, 28806;28806;5;Alcalá de Henares;NaN;NaN;918808872;http://www.lagranfamilia.es;escuelainfantil@lagranfamilia.es;40,49360353;-3,37428902
28061201;LA CASITA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ESPERANZA DE LARA DEL OLMO;CALLE DEL BACHILLER ALONSO LÓPEZ, 5, 28100;28100;6;Alcobendas;NaN;NaN;916529075;www.lacasitaalcobendas.com;espedelara16@gmail.com;40,54440275;-3,63312609
28061249;LOS PINGÜINETES;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;BULLIDO Y FLOR, S.L.;AVDA DE LA REINA SOFÍA, 34, 28819;28819;74;Leganés;NaN;NaN;914960186;NaN;eipinguinetes@hotmail.com;40,34288224;-3,74607084
28061262;MIS-MIS;EEI;ESCUELA INFANTIL;PÚBLICO-TITULARIDAD PRIVADA;MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES;CALLE DE JOSÉ ABASCAL, 39, 28003;28003;79;Madrid;7;Chamberí;629351330;NaN;mismis@workandlife.com;40,43866652;-3,69701786
28061274;TOSCANA GARDEN;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;Mª. CONSUEL0 Y Mª. CRISTINA JIMENEZ HIDALGO;CALLE DE TOSCANA, 114, 28032;28032;79;Madrid;20;San Blas-Canillejas;NaN;NaN;toscana@escuelasinfantilesgarden.es;40,41829237;-3,61361318
28061286;GSD EL ESCORIAL;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;GREDOS SAN DIEGO, SDAD. COOP. MADRILEÑA;CALLE PRINCIPAL, 1, 28292;28292;54;Escorial, El;NaN;NaN;918533521;https://www.gsdeducacion.com/ ;cc.gredossd.elescorial@educa.madrid.org;40,58578928;-4,04588921
28061298;COLEGIO INTERNACIONAL KOLBE;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;COLEGIO INTE.KOLBE, S.L.Y CIA, SOC.EN COMANDITA POR ACCIONES;AVDA UNIVERSIDAD, 4, 28691;28691;176;Villanueva de la Cañada;NaN;NaN;918117681;http://www.colegiokolbe.com;cc.kolbe.villanuevadelacanada@educa.madrid.org;40,44981093;-3,99278693
28061316;KIDDY LANE SCHOOL;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ROSE Y SILVIA, S.L. UNIPERSONAL;AVDA PABLO IGLESIAS, s/n, 28100;28100;6;Alcobendas;NaN;NaN;627138429;http://www.kiddylaneschool.com;info@kiddylaneschool.com;40,54952627;-3,65618067
28061328;TU JARDIN CON ENANITOS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;JARDÍN CON ENANITOS, S.L.;SECT DESCUBRIDORES, 48, 28760;28760;903;Tres Cantos;NaN;NaN;918045491;http://www.tujardinconenanitos.es;eitujardinconenanitos@gmail.com;40,61008336;-3,71682269
28061331;SUECIA GARDEN;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;CRISTINA JIMENEZ HIDALGO;CALLE DE SUECIA, 11, 28022;28022;79;Madrid;20;San Blas-Canillejas;NaN;NaN;suecia@escuelasinfantilesgarden.es;40,42251022;-3,60819366
28061341;MICOS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;V3M PROYECTO MICOS, S.L.;AVDA QUITAPESARES, 27, 28670;28670;181;Villaviciosa de Odón;NaN;NaN;695350891;www.escuelainfantilmicos.es;info@escuelainfantilmicos.es;40,35047742;-3,89693796
28061377;MI CASITA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;EDUCACION INFANTIL LEONOR, S.L.;LUGAR CIUDAD RESIDENCIAL UNIVERSITARIA, 2, 28805;28805;5;Alcalá de Henares;NaN;NaN;918835984;NaN;alfredo@escuelainfantilmicasita.com;40,50758685;-3,34790453
28061389;COLEGIO DE NUESTRA SEÑORA;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO;ORDEN DE HIJAS DE MARIA NUESTRA SEÑORA;AVDA EUROPA, 100, 28341;28341;161;Valdemoro;NaN;NaN;918080375;http://www.colegiosons.es;nsvaldemoro@planalfa.es;40,18349534;-3,67478269
28061390;LA VUELTA AL SOL BY MONTESSORI;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;CENTROS EDUCATIVOS MADRILEÑOS, S.A.;AVDA CERVANTES, 50, 28880;28880;83;Meco;NaN;NaN;641247722;NaN;montessorilavueltalsol@gmail.com;40,55714537;-3,32617945
28061420;LA VIRGEN NIÑA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;MM. DOMINICAS DE NTRA. SRA. DE LAS VICTORIAS;CALLE DE GREGORIO BENÍTEZ, 8, 28043;28043;79;Madrid;16;Hortaleza;913003185;NaN;gelipri@yahoo.es;40,44980885;-3,64937236
28061456;PLATERO Y YO;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ESTEFANIA ESTUDILLO PARDAL;AVDA DE LOS ANDES, 14, 28945;28945;58;Fuenlabrada;NaN;NaN;687320680;NaN;tefygraff@gmail.com;40,29512318;-3,78839622
28061481;LA TATA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;MIRIVAN 22, S.L.;SECT MÚSICOS, 16, 28760;28760;903;Tres Cantos;NaN;NaN;918032229;http://www.latata3c.com;ei.la.tata@gmail.com;40,60638312;-3,71789426
28061501;OZITO PANDA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;VANESSA YANES GONZALEZ;CALLE DE LA FUENTE CARRANTONA, 33-35, 28030;28030;79;Madrid;14;Moratalaz;917511480;NaN;info@ozitopanda.com;40,40696711;-3,63216641
28061511;BAMBY;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;OLGA MARGARITA ROMERO GUTIERREZ;CALLE DE MINGORRIA, 16, 28024;28024;79;Madrid;10;Latina;917118918;http://www.escuela-infantil-bambi.es;NaN;40,39313321;-3,7804654
28061523;BELGICA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;MARIA JESUS MOYA FERNANDEZ;CALLE DE BÉLGICA, 3, 28943;28943;58;Fuenlabrada;NaN;NaN;616159079;NaN;escuelainfantilbelgica@gmail.com;40,28582335;-3,80444032
28061535;CHULY;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ARANZAZU ESTEVEZ RODRIGUEZ Y ASUNCION DIAZ CAÑAMARES;CALLE DE LAS NAVES, 21, 28005;28005;79;Madrid;2;Arganzuela;914743389;www.escuelainfantilchuly .com;escuelachuly@gmail.com;40,39946735;-3,70606414
28061547;PROJARDIN RIVAS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;PROMOCION DE JARDINES DE INFANCIA, S.A. (PROJARDIN, S.A.);CALLE DE LOS ROBLES, 27, 28523;28523;123;Rivas-Vaciamadrid;NaN;NaN;916663694;NaN;rivas@projardin.es;40,36697098;-3,5348923
28061559;CARRUSEL;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;CARAMEL ACTIVIDADES, S.L.;CALLE DE LUIS DE SALAZAR, 3, 28002;28002;79;Madrid;5;Chamartín;914131350;NaN;info@carruselescuelainfantil.com;40,44778052;-3,66700605
28061560;PIPO'S;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;CENTRO DE EDUCACION INFANTIL PIPO'S, S.L.;CALLE DEL GENERAL PALANCA, 4, 28045;28045;79;Madrid;2;Arganzuela;914736299;NaN;NaN;40,39949502;-3,70003105
28061572;BAMBI Y TAMBOR;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;CUATRO PECAS ESCUELA INFANTIL, S.L. UNIPERSONAL;CALLE DE LITUANIA, 2, 28030;28030;79;Madrid;14;Moratalaz;913283036;NaN;bambiytambor@gmail.com;40,40914933;-3,66238167
28061596;ARCO IRIS;CPR INF;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;PRIVADO;INFANTIL VILLALBA, S.L.;CALLE CORDEL DE VALLADOLID, 3, 28400;28400;47;Collado Villalba;NaN;NaN;918512266;NaN;arcoiris.infantil@yahoo.es;40,63548234;-4,01646283
28061602;ALEGRE KOALA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ALEGRE KOALA 3, S.L.;CALLE DE ARGANDA, 32, 28005;28005;79;Madrid;2;Arganzuela;660939708;NaN;ceialegrekoala@gmail.com;40,39960616;-3,70693761
28061638;LA LUNA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;CARMEN MONTERO ANTON;AVDA DE SANTA EUGENIA, 21, 28031;28031;79;Madrid;18;Villa de Vallecas;659090346;http://www.escuelainfantillaluna.es;laluna171921@yahoo.es;40,38481208;-3,610682
28061663;PATAS ARRIBA;EEI;ESCUELA INFANTIL;PÚBLICO;COMUNIDAD DE MADRID;CALLE FEDERICA MONTSENY, 1, 28521;28521;123;Rivas-Vaciamadrid;NaN;NaN;914998120;http://www.educa.madrid.org/eei.patasarriba.rivas;eei.patasarriba.rivas@educa.madrid.org;40,33532893;-3,51544086
28061675;LOS MOLINOS;EEI;ESCUELA INFANTIL;PÚBLICO;AYUNTAMIENTO;CALLE JOSÉ RUIZ AZORÍN, 65, 28806;28806;5;Alcalá de Henares;NaN;NaN;918831121;http://www.educa.madrid.org/eei.losmolinos.alcala;eei.losmolinos.alcala@educa.madrid.org;40,50793336;-3,36694458
28061687;DULCINEA;EEI;ESCUELA INFANTIL;PÚBLICO;AYUNTAMIENTO;CALLE MORAÑA, 27, 28915;28915;74;Leganés;NaN;NaN;916808230;http://www.educa.madrid.org/eei.dulcinea.leganes;eei.dulcinea.leganes@educa.madrid.org;40,33150285;-3,75315003
28061699;LAS NUBES;EEI;ESCUELA INFANTIL;PÚBLICO;AYUNTAMIENTO ;CALLE DE ANTONIO NEBRIJA, 7, 28007;28007;79;Madrid;3;Retiro;915012443;http://www.educa.madrid.org/eei.lasnubes.madrid;eei.lasnubes.madrid@educa.madrid.org;40,40382467;-3,68409584
28061705;LAS VIÑAS;EEI;ESCUELA INFANTIL;PÚBLICO;AYUNTAMIENTO;CALLE DEL ESTUDIO, 6, 28023;28023;79;Madrid;9;Moncloa-Aravaca;913078175;http://www.educa.madrid.org/eei.lasvinas.madrid;eei.lasvinas.madrid@educa.madrid.org;40,4606571;-3,78557495
28061717;LUNA LUNERA;EEI-CN;ESCUELA  INFANTIL-CASA DE NIÑOS;PÚBLICO;AYUNTAMIENTO;CALLE DE ROQUETAS DE MAR, 4, 28939;28939;15;Arroyomolinos;NaN;NaN;916091384;http://www.educa.madrid.org/cn.lunalunera.arroyomolinos;cn.lunalunera.arroyomolinos@educa.madrid.org;40,27481301;-3,9172034
28061742;MICARE;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;RESIDENCIAL SENIOR 2000, S.L.U.;CALLE ROBLE, 11, 28880;28880;83;Meco;NaN;NaN;918861666;NaN;direccion.meco@orpea.net;40,54847624;-3,3270822
28061754;ALDEAS INFANTILES S.O.S. DE ESPAÑA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ASOCIACION ALDEAS INFANTILES S.O.S. DE ESPAÑA;CALLE RESIDENCIA, 70, 28200;28200;131;San Lorenzo de El Escorial;NaN;NaN;918906653;www.aldeasinfantiles.es;escuelainfantil@aldeasinfantiles.es;40,60030999;-4,14116348
28061766;AURORA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ESCUELA INFANTIL AURORA, S.L.;AVDA DE PORTUGAL, 71, 28934;28934;92;Móstoles;NaN;NaN;916183647;NaN;e.iaurora@hotmail.com;40,32105645;-3,87422036
28061781;MIS PRIMEROS PASOS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ASUNTA PEREZ ESPINOZA;CALLE DEL PUERTO PAJARES, 18, 28410;28410;82;Manzanares el Real;NaN;NaN;625582698;NaN;tselin@gmail.com;40,72965585;-3,85922502
28061791;KCHETAS DE COLORES;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;CACHETAS DE COLORES, S.L. UNIPERSONAL;CALLE AGUADO, 6, 28341;28341;161;Valdemoro;NaN;NaN;NaN;NaN;pilar.1270@gmx.es;40,18881972;-3,6809676
28061808;LA CASITA DE LA ABUELA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;LA CASITA DE LA ABUELA GUARDERIA INFANTIL, S.L.;CALLE DEL COMERCIO, 55, 28760;28760;903;Tres Cantos;NaN;NaN;918040774;www.lacasitadelaabuela.com;lacasita@lacasitadelaabuela.com;40,60070578;-3,70944188
28061833;HIPOPOTAMO BLAS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;IMARO EDUCA, S.L.;SECT EMBARCACIONES, 26, 28760;28760;903;Tres Cantos;NaN;NaN;918043005;NaN;escuela@hipopotamoblas.es;40,59766566;-3,70275582
28061845;BICHINES;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;MANUEL GUERRERO HORNERO;AVDA DE ALGORTA, 19, 28830;28830;130;San Fernando de Henares;NaN;NaN;916719403;NaN;NaN;40,41788386;-3,52455714
28061869;SUEÑOS DE PAPEL;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;CENTRO DE EDUCACION INFANTIL SUEÑOS DE PAPEL, S.L.;CALLE VALLADOLID, 33, 28701;28701;134;San Sebastián de los Reyes;NaN;NaN;912934314;NaN;rosario.solera@gmail.com;40,55168551;-3,63901731
28061882;MICOS, MI PRIMER COLE;CPR INF;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;PRIVADO;MICOS, MI PRIMER COLE, S.L.;CALLE DEL GUADALQUIVIR, 16, 28002;28002;79;Madrid;5;Chamartín;917451791;NaN;luisa@micosmiprimercole.com;40,44698881;-3,686821
28061894;LITTLE LIONS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;AMAYA VERGARA ECHEVERRIA;CALLE DE ISABEL II, 23, 28660;28660;22;Boadilla del Monte;NaN;NaN;916327975;littlelions.es;info@littlelions.es;40,41034572;-3,88127944
28061912;DOMO;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ALJAPALE, S.L.;CALLE DE TORREGROSA, 16, 28043;28043;79;Madrid;16;Hortaleza;911383601;www.domoescuelainfantil.es;info@domoescuelainfantil.es;40,47184358;-3,64799203
28061924;MAFALDA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;CRISTINA GADEA CIRIA;CALLE DE PALAFOX, 18, 28010;28010;79;Madrid;7;Chamberí;680366888;NaN;mafaldosdechamberi@gmail.com;40,43190146;-3,70136911
28061951;SANTA MARIA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ROSARIO Y MARGARITA BURGOS PEREZ;CALLE DE LA VIRGEN DE LLUC, 60, 28027;28027;79;Madrid;15;Ciudad Lineal;914036459;NaN;burgosperezcb@gmail.com;40,43514177;-3,64944346
28061961;WOODY;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;FISBIS EDUCACION, S.L.;CALLE DE CAMARENA, 96, 28047;28047;79;Madrid;10;Latina;911439378;NaN;escuelainfantilwoody@hotmail.com;40,39338048;-3,75682007
28061973;SANDY;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ESCUELA INFANTIL SANDY, S.L.;CALLE DE SEO DE URGEL, 15, 28033;28033;79;Madrid;16;Hortaleza;917669384;http://www.escuela-infantil-sandy.org;e_i_sandy@hotmail.com;40,46943892;-3,6526638
28062001;DIVENTIUM;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ESCUELAS INFANTILES HAPPY TALENT, S.L.;CALLE DE LA ÉPOCA, 6, 28025;28025;79;Madrid;11;Carabanchel;914220014;http://www.diventium.es;info@diventium.es;40,37848962;-3,74694648
28062011;SANTIAGO RUSIÑOL;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE ALHAMBRA DE GRANADA, 28300;28300;13;Aranjuez;NaN;NaN;918090245;http://www.educa.madrid.org/ies.santiagorusinol.aranjuez;ies.santiagorusinol.aranjuez@educa.madrid.org;40,03411571;-3,58385468
28062023;MAESTRO MATIAS BRAVO;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;AVDA DEL MAR EGEO, s/n, 28341;28341;161;Valdemoro;NaN;NaN;918018044;http://www.educa.madrid.org/ies.maestromatiasbravo.valdemoro;ies.maestromatiasbravo.valdemoro@educa.madrid.org;40,17856332;-3,68920446
28062035;FRANCISCO UMBRAL;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;AVDA DE LA HISPANIDAD, s/n, 28350;28350;40;Ciempozuelos;NaN;NaN;918092810;http://www.educa.madrid.org/ies.franciscoumbral.ciempozuelos;ies.franciscoumbral.ciempozuelos@educa.madrid.org;40,16157229;-3,6272659
28062047;CARACOL 2000;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;MATILDE DE MIGUEL RAYO Y VIRGINIA VAZQUEZ RAMOS;CALLE DE JULIÁN CAMARILLO, 52, 28037;28037;79;Madrid;20;San Blas-Canillejas;913272076;NaN;centroinfantilcaracol@gmail.com;40,43896669;-3,61558153
28062084;INSTITUTO VOX;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;INSTITUTO VOX, S.L. UNIPERSONAL;CALLE DE GUZMÁN EL BUENO, 115B;NaN;79;Madrid;7;Chamberí;NaN;NaN;institutovox@institutovox.es;40,44072988;-3,71321662
28062096;CLAVE DE SOLES;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;RODRIGO FRANCO ROLDAN;CALLE ZEUS, 5, 28850;28850;148;Torrejón de Ardoz;NaN;NaN;912977178;http://www.clavedesoles.com;rodrigofrancoroldan@gmail.com;40,44404027;-3,47156764
