DISTRITO,URI,ID,AdressID,NOMBRE DE VIA,NUMERO DIRECCION,TIPO DE VIA,Adiestramiento,Veterinarios,Peluqueria
Retiro,https://wikidata.org/entity/Q2002296,CareCenter_0416,CareCenter_0416_address,GRANADA,34,CL,false,true,false
Retiro,https://wikidata.org/entity/Q2002296,CareCenter_0417,CareCenter_0417_address,CIUDAD DE BARCELONA,101,AV,false,true,false
Retiro,https://wikidata.org/entity/Q2002296,CareCenter_0418,CareCenter_0418_address,MENENDEZ PELAYO,43,AV,false,false,true
Retiro,https://wikidata.org/entity/Q2002296,CareCenter_0419,CareCenter_0419_address,DOCTOR CASTELO,14,CL,false,false,true
Retiro,https://wikidata.org/entity/Q2002296,CareCenter_0420,CareCenter_0420_address,O'DONNELL,4,CL,true,false,false
Chamartín,https://wikidata.org/entity/Q1766348,CareCenter_0421,CareCenter_0421_address,NUÑEZ MORGADO,15,CL,false,true,false
Tetuán,https://wikidata.org/entity/Q1773540,CareCenter_0422,CareCenter_0422_address,JAEN,10,CL,false,false,true
Tetuán,https://wikidata.org/entity/Q1773540,CareCenter_0423,CareCenter_0423_address,SAN AMARO,5,PZ,false,true,false
Tetuán,https://wikidata.org/entity/Q1773540,CareCenter_0424,CareCenter_0424_address,BRAVO MURILLO,359,CL,false,true,false
Tetuán,https://wikidata.org/entity/Q1773540,CareCenter_0425,CareCenter_0425_address,FELIX PORTONES,12,CL,false,false,true
Tetuán,https://wikidata.org/entity/Q1773540,CareCenter_0426,CareCenter_0426_address,VILLAAMIL,51,CL,false,true,false
Tetuán,https://wikidata.org/entity/Q1773540,CareCenter_0427,CareCenter_0427_address,DOCTOR MARIANI,1,CL,false,true,false
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0428,CareCenter_0428_address,ALBERTO AGUILERA,38,CL,false,false,true
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0429,CareCenter_0429_address,FEIJOO,10,CL,true,false,false
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0430,CareCenter_0430_address,ALONSO CANO,61,CL,false,false,true
Chamberí,https://wikidata.org/entity/Q1763370,CareCenter_0431,CareCenter_0431_address,RIOS ROSAS,12,CL,false,true,false
Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CareCenter_0432,CareCenter_0432_address,ARRIAZA,7,CL,false,false,true
Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CareCenter_0433,CareCenter_0433_address,PLEYADES,1,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0434,CareCenter_0434_address,FERMIN CABALLERO,56,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0435,CareCenter_0435_address,RIBADAVIA,31,CL,false,false,true
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0436,CareCenter_0436_address,TRES OLIVOS,2,PZ,false,false,true
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0437,CareCenter_0437_address,LEOPOLDO ALAS CLARIN,43,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0438,CareCenter_0438_address,VALCARLOS,35,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0439,CareCenter_0439_address,VALCARLOS,35,CL,false,true,false
Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CareCenter_0440,CareCenter_0440_address,MONASTERIO DE EL ESCORIAL,43,AV,false,true,false
Latina,https://wikidata.org/entity/Q794954,CareCenter_0441,CareCenter_0441_address,MANZANARES,34,AV,false,false,true
Latina,https://wikidata.org/entity/Q794954,CareCenter_0442,CareCenter_0442_address,EXTREMADURA,43,PO,false,false,true
Latina,https://wikidata.org/entity/Q794954,CareCenter_0443,CareCenter_0443_address,INDUSTRIA,46,CL,false,false,true
Latina,https://wikidata.org/entity/Q794954,CareCenter_0444,CareCenter_0444_address,INDUSTRIA,46,CL,false,false,true
Latina,https://wikidata.org/entity/Q794954,CareCenter_0445,CareCenter_0445_address,INDUSTRIA,46,CL,false,false,true
Latina,https://wikidata.org/entity/Q794954,CareCenter_0446,CareCenter_0446_address,VILLAMANIN,33,CL,false,false,true
Latina,https://wikidata.org/entity/Q794954,CareCenter_0447,CareCenter_0447_address,VILLAGARCIA,20,CL,false,true,false
Latina,https://wikidata.org/entity/Q794954,CareCenter_0448,CareCenter_0448_address,LOS YEBENES,89,CL,false,true,false
Latina,https://wikidata.org/entity/Q794954,CareCenter_0449,CareCenter_0449_address,ILLESCAS,189,CL,false,false,true
Latina,https://wikidata.org/entity/Q794954,CareCenter_0450,CareCenter_0450_address,QUERO,89,CL,false,false,true
Usera,https://wikidata.org/entity/Q953368,CareCenter_0451,CareCenter_0451_address,MANZANARES,216,AV,false,false,true
Usera,https://wikidata.org/entity/Q953368,CareCenter_0452,CareCenter_0452_address,GUETARIA,81,CL,false,true,false
Carabanchel,https://wikidata.org/entity/Q1001991,CareCenter_0453,CareCenter_0453_address,MARQUES DE VADILLO,1,GT,false,false,true
Carabanchel,https://wikidata.org/entity/Q1001991,CareCenter_0454,CareCenter_0454_address,MARQUES DE VADILLO,1,GT,false,true,false
Carabanchel,https://wikidata.org/entity/Q1001991,CareCenter_0455,CareCenter_0455_address,VIA,7,CL,false,true,false
Carabanchel,https://wikidata.org/entity/Q1001991,CareCenter_0456,CareCenter_0456_address,CAMINO VIEJO DE LEGANES,101,CL,false,false,true
Carabanchel,https://wikidata.org/entity/Q1001991,CareCenter_0457,CareCenter_0457_address,MANZANARES,104,AV,false,false,true
Carabanchel,https://wikidata.org/entity/Q1001991,CareCenter_0458,CareCenter_0458_address,CONSUELO GUZMAN,15,CL,false,false,true
Carabanchel,https://wikidata.org/entity/Q1001991,CareCenter_0459,CareCenter_0459_address,ALFREDO ALEIX,52,CL,false,true,false
Carabanchel,https://wikidata.org/entity/Q1001991,CareCenter_0460,CareCenter_0460_address,WITERICO,17,CL,false,true,false
Carabanchel,https://wikidata.org/entity/Q1001991,CareCenter_0461,CareCenter_0461_address,CUEVAS DE ALTAMIRA,14,CL,false,true,false
Carabanchel,https://wikidata.org/entity/Q1001991,CareCenter_0462,CareCenter_0462_address,PEPION,10,CL,false,false,true
Carabanchel,https://wikidata.org/entity/Q1001991,CareCenter_0463,CareCenter_0463_address,EURO,6,AV,false,true,false
Moratalaz,https://wikidata.org/entity/Q2076109,CareCenter_0464,CareCenter_0464_address,MARROQUINA,98,CL,false,true,false
Moratalaz,https://wikidata.org/entity/Q2076109,CareCenter_0465,CareCenter_0465_address,CORREGIDOR JOSE DE PASAMONTE,23,CL,true,false,false
Moratalaz,https://wikidata.org/entity/Q2076109,CareCenter_0466,CareCenter_0466_address,DOCTOR GARCIA TAPIA,216,AV,false,true,false
Villa de Vallecas,https://wikidata.org/entity/Q1947988,CareCenter_0467,CareCenter_0467_address,MONTE AYA,20,CL,false,false,true
Villa de Vallecas,https://wikidata.org/entity/Q1947988,CareCenter_0468,CareCenter_0468_address,FUENTESPINA,12,CL,false,false,true
Villa de Vallecas,https://wikidata.org/entity/Q1947988,CareCenter_0469,CareCenter_0469_address,VILLA DE VALLECAS,21,AV,false,true,false
Villa de Vallecas,https://wikidata.org/entity/Q1947988,CareCenter_0470,CareCenter_0470_address,HONRUBIA,9,CL,false,false,true
Villa de Vallecas,https://wikidata.org/entity/Q1947988,CareCenter_0471,CareCenter_0471_address,PEÑARANDA DE BRACAMONTE,20,CL,false,true,false
Villa de Vallecas,https://wikidata.org/entity/Q1947988,CareCenter_0472,CareCenter_0472_address,PEÑARANDA DE BRACAMONTE,20,CL,false,true,false
Villa de Vallecas,https://wikidata.org/entity/Q1947988,CareCenter_0473,CareCenter_0473_address,CABEZA MESADA,27,CL,false,true,false
Puente de Vallecas,https://wikidata.org/entity/Q2003054,CareCenter_0474,CareCenter_0474_address,SIERRA DE CONTRAVIESA,47,CL,false,false,true
Puente de Vallecas,https://wikidata.org/entity/Q2003054,CareCenter_0475,CareCenter_0475_address,TENIENTE MUÑOZ DIAZ,19,CL,false,true,false
Puente de Vallecas,https://wikidata.org/entity/Q2003054,CareCenter_0476,CareCenter_0476_address,VILLALOBOS,145,CL,false,false,true
Puente de Vallecas,https://wikidata.org/entity/Q2003054,CareCenter_0477,CareCenter_0477_address,SANTIAGO ALIO,2,CL,false,false,true
Puente de Vallecas,https://wikidata.org/entity/Q2003054,CareCenter_0478,CareCenter_0478_address,PABLO NERUDA,75,AV,false,false,true
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0479,CareCenter_0479_address,PUERTO DE SANTA MARIA,130,CL,true,false,false
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0480,CareCenter_0480_address,SANTO ANGEL,110,CL,false,true,false
Hortaleza,https://wikidata.org/entity/Q1928529,CareCenter_0481,CareCenter_0481_address,MACHUPICHU,59,AV,false,true,false
San Blas-Canillejas,https://wikidata.org/entity/Q2001937,CareCenter_0482,CareCenter_0482_address,SOFIA,209,CL,false,false,true
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0483,CareCenter_0483_address,GONZALO DE BERCEO,74,CL,false,true,false
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0484,CareCenter_0484_address,GARCIA SALAZAR,10,CL,false,false,true
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0485,CareCenter_0485_address,IDIOMA ESPERANTO,11,CL,false,false,true
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0486,CareCenter_0486_address,GENERAL ARANAZ,25,CL,true,false,false
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0487,CareCenter_0487_address,VIRGEN DE LLUC,16,CL,false,true,false
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0488,CareCenter_0488_address,MARQUES DE PICO VELASCO,60,CL,false,true,false
Ciudad Lineal,https://wikidata.org/entity/Q1763694,CareCenter_0489,CareCenter_0489_address,ARTURO SORIA,316,CL,false,false,true
